pkSeqID,flgs,proto,sport,dport,pkts,bytes,state,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,subcategory 
67337768,1.0,1,33418.0,33418.0,3,180,2,87153,10.389664,1.580572,1.580572,3.161144,0.0,3.161144,3,0,180,0,0.192499,0.192499,0.0,1,1
67115758,1.0,1,34284.0,34284.0,4,240,2,127307,13.499251,3.853597,0.448288,7.707193,3.405308,4.301885,4,0,240,0,0.222235,0.222235,0.0,1,1
68752899,1.0,1,44455.0,44455.0,8,480,2,101426,111.277519,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062906,0.062906,0.0,1,1
67732837,1.0,1,18053.0,18053.0,8,480,2,220055,38.526207,2.726753,2.228741,13.633764,0.0,4.665521,8,0,480,0,0.181695,0.181695,0.0,1,1
67696770,1.0,1,2972.0,2972.0,10,600,2,183988,43.972225,2.317749,1.812454,13.906496,0.0,4.567405,10,0,600,0,0.204675,0.204675,0.0,1,1
67603542,1.0,1,39554.0,39554.0,11,660,2,90760,46.620956,2.036789,1.922864,14.257524,0.0,4.560349,11,0,660,0,0.214496,0.214496,0.0,1,1
66023805,1.0,1,62935.0,62935.0,3,180,2,84017,10.351963,2.37979,2.37979,4.759579,0.0,4.759579,3,0,180,0,0.1932,0.1932,0.0,1,1
66830345,1.0,1,29716.0,29716.0,9,540,2,104062,40.402512,2.147162,2.147243,12.882972,0.0,4.32573,9,0,540,0,0.198007,0.198007,0.0,1,1
66977642,1.0,1,53232.0,53232.0,7,420,2,251359,32.5368,1.866049,2.286197,9.330245,0.0,4.758493,7,0,420,0,0.184407,0.184407,0.0,1,1
66928397,1.0,1,46746.0,46746.0,11,660,2,202114,41.641895,1.852101,1.652392,12.964708,0.0,4.091473,11,0,660,0,0.240143,0.240143,0.0,1,1
67525430,1.0,1,39073.0,39073.0,8,480,2,12648,43.505733,4.311256,0.1546,17.245024,4.054026,4.444645,8,0,480,0,0.160898,0.160898,0.0,1,1
68556358,1.0,1,63801.0,63801.0,10,600,2,167049,32.259899,3.579422,0.018621,17.897108,3.54839,3.596858,10,0,600,0,0.278984,0.278984,0.0,1,1
67167636,1.0,1,44614.0,44614.0,3,180,2,179185,11.044486,1.663224,1.663224,3.326449,0.0,3.326449,3,0,180,0,0.181086,0.181086,0.0,1,1
68536297,1.0,1,44686.0,44686.0,8,480,2,146988,26.506994,3.788872,0.024727,15.155487,3.766718,3.82754,8,0,480,0,0.264081,0.264081,0.0,1,1
67160327,1.0,1,18687.0,18687.0,3,180,2,171876,10.425496,1.726768,1.726768,3.453536,0.0,3.453536,3,0,180,0,0.191837,0.191837,0.0,1,1
68731200,1.0,1,36965.0,36965.0,8,480,2,79727,110.438644,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.063384,0.063384,0.0,1,1
66855420,1.0,1,34191.0,34191.0,9,540,2,129137,40.903866,2.148128,2.148233,12.888765,0.0,4.338861,9,0,540,0,0.195581,0.195581,0.0,1,1
66623363,1.0,1,29858.0,29858.0,9,540,2,159247,43.440125,3.267526,1.699241,16.337631,0.0,4.598495,9,0,540,0,0.184162,0.184162,0.0,1,1
67659658,1.0,1,58470.0,58470.0,10,600,2,146876,45.023262,2.960669,2.109288,17.764013,0.0,4.799235,10,0,600,0,0.199897,0.199897,0.0,1,1
68706167,1.0,1,44999.0,44999.0,8,480,2,54694,110.893845,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.063123,0.063123,0.0,1,1
68414169,1.0,1,25313.0,25313.0,9,540,2,24860,28.634319,2.86385,1.43229,14.31925,0.0,3.638905,9,0,540,0,0.279385,0.279385,0.0,1,1
68204713,1.0,1,10196.0,10196.0,10,600,2,77568,44.540741,2.52782,1.804757,15.16692,0.0,4.31723,10,0,600,0,0.202062,0.202062,0.0,1,1
67395827,1.0,1,52177.0,52177.0,2,120,2,145212,2.753219,2.753219,0.0,2.753219,2.753219,2.753219,2,0,120,0,0.363211,0.363211,0.0,1,1
66405275,1.0,1,23057.0,23057.0,2,120,2,203323,4.319823,4.319823,0.0,4.319823,4.319823,4.319823,2,0,120,0,0.231491,0.231491,0.0,1,1
68850084,6.0,1,3550.0,3550.0,7,420,2,198611,95.830956,0.005632,0.013796,0.039426,0.0,0.039426,7,0,420,0,0.06261,0.06261,0.0,1,1
68263673,1.0,1,25396.0,25396.0,9,540,2,136528,40.933521,3.028032,1.535266,15.140162,0.0,4.275105,9,0,540,0,0.195439,0.195439,0.0,1,1
66495171,1.0,1,62826.0,62826.0,7,420,2,31055,39.067528,0.782978,1.750793,4.69787,0.0,4.69787,7,0,420,0,0.15358,0.15358,0.0,1,1
68009906,1.0,1,38911.0,38911.0,9,540,2,234960,41.30447,3.000078,1.519472,15.000389,0.0,4.218696,9,0,540,0,0.193684,0.193684,0.0,1,1
68620828,1.0,1,64048.0,64048.0,9,540,2,231519,30.346666,3.030034,1.515168,15.15017,0.0,3.819905,9,0,540,0,0.26362,0.26362,0.0,1,1
67469773,1.0,1,44381.0,44381.0,2,120,2,219158,2.64722,2.64722,0.0,2.64722,2.64722,2.64722,2,0,120,0,0.377755,0.377755,0.0,1,1
68912997,1.0,1,34200.0,34200.0,7,420,2,261524,96.18557,0.0,0.0,0.0,0.0,0.0,7,0,420,0,0.062379,0.062379,0.0,1,1
66485715,1.0,1,61523.0,61523.0,8,480,2,21599,38.941998,1.564302,2.212327,9.38581,0.0,4.723324,8,0,480,0,0.179755,0.179755,0.0,1,1
67516632,1.0,1,9502.0,9502.0,9,540,2,3850,43.390587,2.184296,2.184573,13.105778,0.0,4.431204,9,0,540,0,0.184372,0.184372,0.0,1,1
66973499,1.0,1,52003.0,52003.0,7,420,2,247216,32.601475,1.868684,2.289177,9.343418,0.0,4.748604,7,0,420,0,0.184041,0.184041,0.0,1,1
67082427,1.0,1,19284.0,19284.0,2,120,2,93976,8.26852,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.120941,0.120941,0.0,1,1
66480222,1.0,1,5677.0,5677.0,9,540,2,16106,44.921238,2.26807,2.268085,13.608421,0.0,4.552448,9,0,540,0,0.178089,0.178089,0.0,1,1
68384963,1.0,1,63697.0,63697.0,9,540,2,257818,41.749668,1.887867,1.899305,11.327202,0.0,4.191762,9,0,540,0,0.191618,0.191618,0.0,1,1
68142753,1.0,1,59405.0,59405.0,10,600,2,15608,44.565464,2.520951,1.797256,15.125705,0.0,4.265271,10,0,600,0,0.20195,0.20195,0.0,1,1
66756903,1.0,1,12574.0,12574.0,9,540,2,30620,38.687798,2.148664,2.14871,12.891984,0.0,4.312595,9,0,540,0,0.206784,0.206784,0.0,1,1
67903934,1.0,1,12217.0,12217.0,9,540,2,128988,47.813572,1.859313,1.86429,11.155881,0.0,3.990887,9,0,540,0,0.167317,0.167317,0.0,1,1
67636024,1.0,1,51160.0,51160.0,10,600,2,123242,43.715179,2.39474,1.895802,14.368443,0.0,4.741458,10,0,600,0,0.205878,0.205878,0.0,1,1
66476290,1.0,1,63935.0,63935.0,9,540,2,12174,46.114235,1.527636,1.703869,9.165813,0.0,4.173468,9,0,540,0,0.173482,0.173482,0.0,1,1
68484739,1.0,1,38398.0,38398.0,9,540,2,95430,30.30813,3.02645,1.51333,15.13225,0.0,3.806513,9,0,540,0,0.263956,0.263956,0.0,1,1
68263565,1.0,1,25311.0,25311.0,9,540,2,136420,40.888462,3.033804,1.536356,15.169021,0.0,4.263592,9,0,540,0,0.195654,0.195654,0.0,1,1
66821434,1.0,1,56213.0,56213.0,9,540,2,95151,37.833622,2.975978,1.534077,14.87989,0.0,4.300882,9,0,540,0,0.211452,0.211452,0.0,1,1
66531211,1.0,1,37817.0,37817.0,9,540,2,67095,44.408108,1.111253,1.759669,7.778772,0.0,4.069093,9,0,540,0,0.180147,0.180147,0.0,1,1
67585382,1.0,1,26653.0,26653.0,10,600,2,72600,45.573509,2.628253,1.901885,15.769518,0.0,4.714286,10,0,600,0,0.197483,0.197483,0.0,1,1
66690269,1.0,1,53286.0,53286.0,9,540,2,226153,43.543343,2.005419,2.059375,12.032513,0.0,4.505775,9,0,540,0,0.183725,0.183725,0.0,1,1
67747164,1.0,1,63713.0,63713.0,8,480,2,234382,44.427841,1.515843,2.145003,9.095057,0.0,4.675735,8,0,480,0,0.157559,0.157559,0.0,1,1
67014834,1.0,1,62452.0,62452.0,2,120,2,26383,6.88143,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.145319,0.145319,0.0,1,1
67252199,1.0,1,13016.0,13016.0,3,180,2,1584,10.877681,2.153289,2.153289,4.306577,0.0,4.306577,3,0,180,0,0.183863,0.183863,0.0,1,1
68528059,1.0,1,55665.0,55665.0,10,600,2,138750,32.290833,3.590769,0.02791,17.953842,3.544606,3.629689,10,0,600,0,0.278717,0.278717,0.0,1,1
68316075,1.0,1,40977.0,40977.0,9,540,2,188930,41.241169,3.089434,1.608907,15.447168,0.0,4.732998,9,0,540,0,0.193981,0.193981,0.0,1,1
68245937,1.0,1,20652.0,20652.0,9,540,2,118792,40.90218,3.03298,1.536782,15.164901,0.0,4.272938,9,0,540,0,0.195589,0.195589,0.0,1,1
66445609,1.0,1,25259.0,25259.0,2,120,2,243657,4.924217,4.924217,0.0,4.924217,4.924217,4.924217,2,0,120,0,0.203078,0.203078,0.0,1,1
68309501,1.0,1,36878.0,36878.0,9,540,2,182356,40.817524,3.108691,1.611553,15.543457,0.0,4.708483,9,0,540,0,0.195994,0.195994,0.0,1,1
66037326,1.0,1,16937.0,16937.0,4,240,2,97538,9.767778,3.280483,0.167423,6.560965,3.113059,3.447906,4,0,240,0,0.307132,0.307132,0.0,1,1
68732428,1.0,1,37233.0,37233.0,7,420,2,80955,110.447136,0.0,0.0,0.0,0.0,0.0,7,0,420,0,0.054325,0.054325,0.0,1,1
66435260,1.0,1,40907.0,40907.0,1,60,2,233308,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
68527032,1.0,1,55406.0,55406.0,10,600,2,137723,32.290588,3.590646,0.027546,17.953228,3.550257,3.635555,10,0,600,0,0.278719,0.278719,0.0,1,1
68855135,1.0,1,3802.0,3802.0,7,420,2,203662,95.905678,0.0,0.0,0.0,0.0,0.0,7,0,420,0,0.062561,0.062561,0.0,1,1
68819300,1.0,1,59975.0,59975.0,8,480,2,167827,111.555336,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062749,0.062749,0.0,1,1
68839805,6.0,1,65120.0,65120.0,7,420,2,188332,95.718979,0.004055,0.009932,0.028384,0.0,0.028384,7,0,420,0,0.062683,0.062683,0.0,1,1
66105660,1.0,1,48021.0,48021.0,2,120,2,165872,3.184072,3.184072,0.0,3.184072,3.184072,3.184072,2,0,120,0,0.314063,0.314063,0.0,1,1
68268411,1.0,1,27660.0,27660.0,9,540,2,141266,40.872066,3.013675,1.526642,15.068374,0.0,4.240152,9,0,540,0,0.195733,0.195733,0.0,1,1
67517919,1.0,1,11368.0,11368.0,10,600,2,5137,46.997971,2.763868,2.031755,16.583206,0.0,4.925147,10,0,600,0,0.191498,0.191498,0.0,1,1
67348922,1.0,1,37277.0,37277.0,3,180,2,98307,10.2622,1.547492,1.547492,3.094983,0.0,3.094983,3,0,180,0,0.19489,0.19489,0.0,1,1
68362600,1.0,1,49147.0,49147.0,9,540,2,235455,40.938126,3.208966,1.67366,16.04483,0.0,4.917845,9,0,540,0,0.195417,0.195417,0.0,1,1
67500788,1.0,1,1100.0,1100.0,1,60,2,250173,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
66629028,1.0,1,9045.0,9045.0,10,600,2,164912,44.342258,0.953676,1.652081,7.629407,0.0,3.873948,10,0,600,0,0.202967,0.202967,0.0,1,1
66721806,1.0,1,1367.0,1367.0,9,540,2,257690,43.48354,1.276767,2.018896,8.93737,0.0,4.514644,9,0,540,0,0.183978,0.183978,0.0,1,1
67826320,1.0,1,4173.0,4173.0,1,60,2,51374,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
68690232,1.0,1,27549.0,27549.0,8,480,2,38759,108.682182,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.064408,0.064408,0.0,1,1
67066458,1.0,1,14603.0,14603.0,2,120,2,78007,8.284734,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.120704,0.120704,0.0,1,1
68848461,1.0,1,10611.0,10611.0,7,420,2,196988,95.949677,0.0,0.0,0.0,0.0,0.0,7,0,420,0,0.062533,0.062533,0.0,1,1
67028391,1.0,1,62245.0,62245.0,3,180,2,39940,9.596593,2.019009,2.019009,4.038018,0.0,4.038018,3,0,180,0,0.208407,0.208407,0.0,1,1
68983608,1.0,1,17185.0,17185.0,7,420,2,69966,112.190163,0.0,0.0,0.0,0.0,0.0,7,0,420,0,0.053481,0.053481,0.0,1,1
67276768,1.0,1,11885.0,11885.0,3,180,2,26153,8.023952,1.698869,1.698869,3.397738,0.0,3.397738,3,0,180,0,0.249254,0.249254,0.0,1,1
67361312,1.0,1,43227.0,43227.0,2,120,2,110697,3.684471,3.684471,0.0,3.684471,3.684471,3.684471,2,0,120,0,0.271409,0.271409,0.0,1,1
66931609,1.0,1,35180.0,35180.0,9,540,2,205326,38.983852,2.379135,2.381277,14.274811,0.0,4.95381,9,0,540,0,0.205213,0.205213,0.0,1,1
67749502,1.0,1,64707.0,64707.0,8,480,2,236720,44.435673,1.515153,2.143828,9.090916,0.0,4.663225,8,0,480,0,0.157531,0.157531,0.0,1,1
66281028,1.0,1,21580.0,21580.0,2,120,2,79076,6.132543,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.163064,0.163064,0.0,1,1
66674086,1.0,1,45627.0,45627.0,11,660,2,209970,44.765522,1.98107,1.888356,13.867491,0.0,4.943934,11,0,660,0,0.223386,0.223386,0.0,1,1
67981033,1.0,1,30560.0,30560.0,9,540,2,206087,43.169041,1.851964,1.855543,11.111784,0.0,3.934314,9,0,540,0,0.185318,0.185318,0.0,1,1
66685772,1.0,1,52053.0,52053.0,9,540,2,221656,43.544376,2.005948,2.062209,12.035688,0.0,4.520935,9,0,540,0,0.183721,0.183721,0.0,1,1
66176925,1.0,1,23167.0,23167.0,2,120,2,237137,2.813892,2.813892,0.0,2.813892,2.813892,2.813892,2,0,120,0,0.35538,0.35538,0.0,1,1
68032756,1.0,1,44673.0,44673.0,9,540,2,257810,39.881161,2.858926,1.429675,14.294628,0.0,3.598644,9,0,540,0,0.200596,0.200596,0.0,1,1
67674731,1.0,1,62643.0,62643.0,10,600,2,161949,45.12291,3.012166,2.134911,18.072998,0.0,4.771599,10,0,600,0,0.199455,0.199455,0.0,1,1
66312446,1.0,1,4026.0,4026.0,2,120,2,110494,6.93707,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.144153,0.144153,0.0,1,1
68339034,1.0,1,52320.0,52320.0,9,540,2,211889,41.805752,1.862827,1.86869,11.17696,0.0,4.021215,9,0,540,0,0.191361,0.191361,0.0,1,1
66666087,1.0,1,41660.0,41660.0,11,660,2,201971,44.73531,1.989326,1.894781,13.925282,0.0,4.931126,11,0,660,0,0.223537,0.223537,0.0,1,1
66088374,1.0,1,4704.0,4704.0,2,120,2,148586,4.480652,4.480652,0.0,4.480652,4.480652,4.480652,2,0,120,0,0.223182,0.223182,0.0,1,1
66191089,1.0,1,39985.0,39985.0,2,120,2,251301,4.504123,4.504123,0.0,4.504123,4.504123,4.504123,2,0,120,0,0.222019,0.222019,0.0,1,1
68992269,1.0,1,19293.0,19293.0,8,480,2,78627,112.109283,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062439,0.062439,0.0,1,1
67433347,1.0,1,60210.0,60210.0,2,120,2,182732,2.642029,2.642029,0.0,2.642029,2.642029,2.642029,2,0,120,0,0.378497,0.378497,0.0,1,1
66397222,1.0,1,21484.0,21484.0,2,120,2,195270,4.567615,4.567615,0.0,4.567615,4.567615,4.567615,2,0,120,0,0.218933,0.218933,0.0,1,1
68565165,1.0,1,2487.0,2487.0,10,600,2,175856,32.263382,3.581873,0.022265,17.909363,3.548867,3.607688,10,0,600,0,0.278954,0.278954,0.0,1,1
68823322,1.0,1,61333.0,61333.0,8,480,2,171849,111.646851,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062698,0.062698,0.0,1,1
68017210,1.0,1,39665.0,39665.0,9,540,2,242264,40.870174,2.93403,1.471709,14.670151,0.0,3.893835,9,0,540,0,0.195742,0.195742,0.0,1,1
66273917,1.0,1,32078.0,32078.0,2,120,2,71965,9.931231,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.100692,0.100692,0.0,1,1
67012838,1.0,1,59220.0,59220.0,3,180,2,24387,9.62522,2.052736,2.052736,4.105472,0.0,4.105472,3,0,180,0,0.207787,0.207787,0.0,1,1
68475195,1.0,1,40395.0,40395.0,10,600,2,85886,32.287617,3.584651,0.026612,17.923256,3.540109,3.623378,10,0,600,0,0.278745,0.278745,0.0,1,1
66517332,1.0,1,18520.0,18520.0,9,540,2,53216,44.908295,3.654874,1.831076,18.274368,0.0,4.706283,9,0,540,0,0.178141,0.178141,0.0,1,1
67097837,1.0,1,11688.0,11688.0,3,180,2,109386,9.366738,1.850814,1.850814,3.701627,0.0,3.701627,3,0,180,0,0.213521,0.213521,0.0,1,1
67961932,1.0,1,26841.0,26841.0,9,540,2,186986,44.406151,1.852555,1.856338,11.115331,0.0,3.94198,9,0,540,0,0.180155,0.180155,0.0,1,1
66766309,1.0,1,64333.0,64333.0,8,480,2,40026,36.817074,2.773299,2.264535,13.866497,0.0,4.667579,8,0,480,0,0.190129,0.190129,0.0,1,1
68765071,1.0,1,47603.0,47603.0,8,480,2,113598,111.344185,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062868,0.062868,0.0,1,1
66422707,1.0,1,3096.0,3096.0,1,60,2,220755,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
67711381,1.0,1,8686.0,8686.0,10,600,2,198599,45.132401,2.67993,2.048054,16.079578,0.0,4.715382,10,0,600,0,0.199413,0.199413,0.0,1,1
68521909,1.0,1,53930.0,53930.0,10,600,2,132600,32.2976,3.590853,0.025994,17.954264,3.551412,3.630066,10,0,600,0,0.278658,0.278658,0.0,1,1
67827628,1.0,1,8426.0,8426.0,1,60,2,52682,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
67194350,1.0,1,50986.0,50986.0,3,180,2,205899,10.579506,1.665866,1.665866,3.331731,0.0,3.331731,3,0,180,0,0.189045,0.189045,0.0,1,1
67456298,1.0,1,15196.0,15196.0,2,120,2,205683,4.644919,4.644919,0.0,4.644919,4.644919,4.644919,2,0,120,0,0.215289,0.215289,0.0,1,1
66900938,1.0,1,42218.0,42218.0,9,540,2,174655,40.699253,2.159581,2.159732,12.957489,0.0,4.357129,9,0,540,0,0.196564,0.196564,0.0,1,1
67811314,1.0,1,59341.0,59341.0,1,60,2,36368,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
66402062,1.0,1,22340.0,22340.0,2,120,2,200110,4.405393,4.405393,0.0,4.405393,4.405393,4.405393,2,0,120,0,0.226994,0.226994,0.0,1,1
66446940,1.0,1,26399.0,26399.0,1,60,2,244988,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
66895951,1.0,1,27295.0,27295.0,9,540,2,169668,37.740524,3.623334,1.828452,18.116669,0.0,4.798547,9,0,540,0,0.211974,0.211974,0.0,1,1
66059529,1.0,1,3920.0,3920.0,2,120,2,119741,4.906853,4.906853,0.0,4.906853,4.906853,4.906853,2,0,120,0,0.203797,0.203797,0.0,1,1
67682072,1.0,1,64800.0,64800.0,10,600,2,169290,45.185055,3.062091,2.167646,18.372543,0.0,4.76746,10,0,600,0,0.199181,0.199181,0.0,1,1
66097200,1.0,1,10807.0,10807.0,2,120,2,157412,4.802194,4.802194,0.0,4.802194,4.802194,4.802194,2,0,120,0,0.208238,0.208238,0.0,1,1
67495002,1.0,1,3079.0,3079.0,1,60,2,244387,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
68690332,1.0,1,41708.0,41708.0,8,480,2,38859,110.432228,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.063387,0.063387,0.0,1,1
68519165,1.0,1,53873.0,53873.0,10,600,2,129856,32.266071,3.586026,0.027025,17.930132,3.550065,3.624455,10,0,600,0,0.278931,0.278931,0.0,1,1
67358705,1.0,1,40532.0,40532.0,3,180,2,108090,10.144208,1.514549,1.514549,3.029099,0.0,3.029099,3,0,180,0,0.197157,0.197157,0.0,1,1
67278920,1.0,1,20842.0,20842.0,4,240,2,28305,16.69479,4.454987,0.286228,8.909974,4.168759,4.741215,4,0,240,0,0.179697,0.179697,0.0,1,1
67800649,1.0,1,63625.0,63625.0,1,60,2,25703,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
67078379,1.0,1,26531.0,26531.0,3,180,2,89928,13.827118,2.158741,2.158741,4.317481,0.0,4.317481,3,0,180,0,0.144643,0.144643,0.0,1,1
67197594,1.0,1,24284.0,24284.0,3,180,2,209143,9.5592,1.7325,1.7325,3.465,0.0,3.465,3,0,180,0,0.209223,0.209223,0.0,1,1
67948917,1.0,1,22250.0,22250.0,9,540,2,173971,44.978329,1.83072,1.834662,10.98432,0.0,3.901836,9,0,540,0,0.177863,0.177863,0.0,1,1
67447102,1.0,1,11634.0,11634.0,2,120,2,196487,4.586405,4.586405,0.0,4.586405,4.586405,4.586405,2,0,120,0,0.218036,0.218036,0.0,1,1
68660958,1.0,1,19670.0,19670.0,8,480,2,9485,107.256683,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.065264,0.065264,0.0,1,1
66724643,1.0,1,58597.0,58597.0,9,540,2,260527,43.374355,1.839658,1.881734,11.037945,0.0,4.465862,9,0,540,0,0.184441,0.184441,0.0,1,1
66011104,1.0,1,50733.0,50733.0,3,180,2,71316,9.837218,2.256259,2.256259,4.512519,0.0,4.512519,3,0,180,0,0.20331,0.20331,0.0,1,1
66990910,1.0,1,52698.0,52698.0,4,240,2,2459,15.4538,1.110137,1.569971,3.330412,0.0,3.330412,4,0,240,0,0.194127,0.194127,0.0,1,1
67698930,1.0,1,4002.0,4002.0,10,600,2,186148,45.194763,2.739115,2.047487,16.434687,0.0,4.731017,10,0,600,0,0.199138,0.199138,0.0,1,1
67140996,1.0,1,38289.0,38289.0,4,240,2,152545,13.080777,3.695852,0.593672,7.391703,3.10218,4.289523,4,0,240,0,0.229344,0.229344,0.0,1,1
66963702,1.0,1,56754.0,56754.0,9,540,2,237419,40.133377,2.188095,2.189996,13.128569,0.0,4.516608,9,0,540,0,0.199335,0.199335,0.0,1,1
68134906,1.0,1,65414.0,65414.0,10,600,2,7761,45.324932,2.490885,1.775207,14.945307,0.0,4.206363,10,0,600,0,0.198566,0.198566,0.0,1,1
67983144,1.0,1,32117.0,32117.0,9,540,2,208198,42.994392,1.851119,1.854497,11.106716,0.0,3.925809,9,0,540,0,0.186071,0.186071,0.0,1,1
67198546,1.0,1,51727.0,51727.0,3,180,2,210095,10.430357,1.665661,1.665661,3.331322,0.0,3.331322,3,0,180,0,0.191748,0.191748,0.0,1,1
66736410,1.0,1,54974.0,54974.0,12,720,2,10127,44.764996,2.196206,1.41523,15.373441,0.0,3.639609,12,0,720,0,0.245728,0.245728,0.0,1,1
68252715,1.0,1,23668.0,23668.0,9,540,2,125570,40.902077,3.016196,1.528972,15.08098,0.0,4.256634,9,0,540,0,0.195589,0.195589,0.0,1,1
68722357,6.0,1,34650.0,34650.0,8,480,2,70884,110.100113,0.004607,0.012189,0.036855,0.0,0.036855,8,0,480,0,0.063579,0.063579,0.0,1,1
68982672,1.0,1,18359.0,18359.0,8,480,2,69030,112.161308,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.06241,0.06241,0.0,1,1
68339130,1.0,1,52416.0,52416.0,9,540,2,211985,41.805737,1.864009,1.869697,11.184052,0.0,4.019208,9,0,540,0,0.191361,0.191361,0.0,1,1
68845955,1.0,1,10025.0,10025.0,7,420,2,194482,95.935905,0.0,0.0,0.0,0.0,0.0,7,0,420,0,0.062542,0.062542,0.0,1,1
68232464,1.0,1,21216.0,21216.0,9,540,2,105319,41.420975,2.98149,1.509025,14.90745,0.0,4.180311,9,0,540,0,0.193139,0.193139,0.0,1,1
68531120,1.0,1,56206.0,56206.0,10,600,2,141811,32.259876,3.580687,0.017639,17.903437,3.554859,3.602559,10,0,600,0,0.278984,0.278984,0.0,1,1
67137568,1.0,1,36046.0,36046.0,3,180,2,149117,11.471096,1.664641,1.664641,3.329283,0.0,3.329283,3,0,180,0,0.174351,0.174351,0.0,1,1
66337817,1.0,1,39560.0,39560.0,2,120,2,135865,5.539428,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.180524,0.180524,0.0,1,1
66814590,1.0,1,53911.0,53911.0,9,540,2,88307,37.674019,3.024782,1.576485,15.123911,0.0,4.523887,9,0,540,0,0.212348,0.212348,0.0,1,1
67294844,1.0,1,18609.0,18609.0,3,180,2,44229,9.241012,1.672768,1.672768,3.345535,0.0,3.345535,3,0,180,0,0.216427,0.216427,0.0,1,1
66327261,1.0,1,63126.0,63126.0,2,120,2,125309,7.270402,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.137544,0.137544,0.0,1,1
68313066,1.0,1,40272.0,40272.0,9,540,2,185921,41.247334,3.11857,1.638105,15.59285,0.0,4.870229,9,0,540,0,0.193952,0.193952,0.0,1,1
66306751,1.0,1,2362.0,2362.0,2,120,2,104799,7.008859,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.142677,0.142677,0.0,1,1
66197729,1.0,1,50094.0,50094.0,2,120,2,257941,4.760513,4.760513,0.0,4.760513,4.760513,4.760513,2,0,120,0,0.210061,0.210061,0.0,1,1
67744132,1.0,1,23776.0,23776.0,8,480,2,231350,38.698101,2.724841,2.227606,13.624205,0.0,4.667757,8,0,480,0,0.180887,0.180887,0.0,1,1
66382195,1.0,1,9522.0,9522.0,2,120,2,180243,5.742581,0.0,0.0,0.0,0.0,0.0,2,0,120,0,0.174138,0.174138,0.0,1,1
67940082,1.0,1,20502.0,20502.0,9,540,2,165136,45.815559,1.856788,1.861266,11.140727,0.0,3.971329,9,0,540,0,0.174613,0.174613,0.0,1,1
67381363,1.0,1,47695.0,47695.0,2,120,2,130748,2.859245,2.859245,0.0,2.859245,2.859245,2.859245,2,0,120,0,0.349743,0.349743,0.0,1,1
66465492,1.0,1,47876.0,47876.0,12,720,2,1376,47.971012,2.190316,1.669381,15.332211,0.0,4.848955,12,0,720,0,0.229305,0.229305,0.0,1,1
66415767,1.0,1,2425.0,2425.0,1,60,2,213815,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
68051611,6.0,1,47952.0,47952.0,9,540,2,276665,38.555904,2.866963,1.433899,14.334814,0.0,3.649687,9,0,540,0,0.207491,0.207491,0.0,1,1
66557143,1.0,1,48907.0,48907.0,9,540,2,93027,44.451859,1.066054,1.692301,7.462379,0.0,4.013089,9,0,540,0,0.17997,0.17997,0.0,1,1
66872336,1.0,1,37092.0,37092.0,9,540,2,146053,40.854404,2.154846,2.154938,12.929075,0.0,4.336361,9,0,540,0,0.195817,0.195817,0.0,1,1
67853045,1.0,1,33159.0,33159.0,1,60,2,78099,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1,1
